Tweet,Offensive
"@FUsling Damit schafft man die Ursachen nicht ab, die Ursachen liegen viel tiefer. Ist wie im Drogenhandel: Wenn man nur den Kurier bestraft, ändert sich gar nichts.",OTHER
"Wenn wir den ""Schiffbrüchigen"" konsequent den Weitertransport nach |LBR| Europa verwehren, werden sie das den anderen per Handy melden.",OTHER
Es geht also doch. Österreich macht es uns vor.,OTHER
Demokratie in Spanien? |LBR| Wer anderer Meinung ist wird entmachtet! |LBR| Kämpft für eure Freiheit! |LBR| #Katalonien,OTHER
@bruno_burzynski @info2099 Kümmert die einen feuchten D....,OFFENSE
@SM100d Schäuble als Finanzminister war ein Desaster. |LBR| Und seine Tochter wird von der GEZ bezahlt |LBR| Müssen wir wirklich für alle Schäubles aufkommen..?,OTHER
"Wenn die Flugzeugführer Angst haben vor Migranten, müssen die Herrschaften eben |LBR| in Handschellen abgeschoben werden. Wo sind wir denn?",OTHER
"Vehement kotzt sich d. CDU üb. Nazis in d. AfD aus,hatte aber nach 45 Nazitäter in d. Regierung u behinderte d. Aufarbeitung d. 3. Reiches 😜",OFFENSE
Martin Schulz ist Kanzlerkandidat der SPD ohne Schulabschluss. Er ist |LBR| 2 x sitzen geblieben. Ist das Ihre Führungsspitze?,OTHER
@heinrichwiechm1 @MiriamOzen Aufstand der deutschen? |LBR| Niemals! |LBR| Mit der Wahl wäre es möglich gewesen...aber für einige war das zu anstrengend oder gar überfordernd!,OTHER
Endlich angekommen. Die Beschwerde plagt sich immer noch durch den Verkehr. #dritteoption,OTHER
@RegSprecher Mir war nicht bekannt das Deutschland ein Kriegsgebiet geworden ist!,OTHER
"@ufhoven @lawyerberlin Na gut. Dann nenne mir 5 Punkte, die Belegen, dass der Islam eine friedliche Religion ist. Und fünf Wohltaten Mohammends an der Menschheit",OTHER
"@Lorbass1962 @MiriamOzen @snowcrash729 @davidermes @jreichelt @LorenzMaroldt @ulfposh @polizeiberlin Noch schlimmer ist, das die EU die Palestina seit Jahren Finanziell unterstützt",OTHER
"Parteienwahlkampf &gt;&gt;&gt; Ich fühle mich richtig eingelullt, Versprechen, Vorhaben, hätten, könnten, wollten - wie immer, nichts als LÜGEN 😜",OTHER
"@Joerg_Meuthen Na hoffentlich hat sich der ‚typisch deutsche Richter’ nicht auch noch entschuldigt, weil keine weiteren mildernde Beweise gefunden wurden",OTHER
@KrabatKabat @Westhim Wir haben nicht genug Alternativen,OTHER
@SawsanChebli @SawsanChebli ...sich damit auch noch brüsten ist schön...dämlich... |LBR| Wenn man tief genug gräbt findet man tatsächlich immer noch eine dümmere deutsche...obwohl bei Katja an der Oberfläche kratzen schon ausreicht....😃😃,OFFENSE
"#Islamisierung #Scharia Beweis: Sagen sie öffentl.: ""Katholiken sind schlimmer als die Pest"" &amp; KEIN Staatsanwalt wird sich um sie kümmern",OTHER
"Wer die Zuwanderung nach Europa alleine auf die Einzelstaaten abschiebt, hat aus den letzten Jahren nichts gelernt.",OTHER
"@Holger_Lucius Merkel reiht sich nahtlos in die Kette deutscher Diktatoren ein, die allesamt ihre Biographien schönen ließen 😜",OFFENSE
@StephanStaiger Das zeig mir mal mit einem Bild.,OTHER
@EliDerWanderer @Yuma_lein Schaut euch einfach die dummen Köpfe an....das gehört eindeutig entsorgt...!,OFFENSE
@polizeiberlin @ARDde Und was sagt Euer #Fakenfinder so? |LBR| #ausgruenden,OTHER
@AfD_Bayern @krippmarie Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren. |LBR| Ist zum kotzen!,OFFENSE
"@DMFreund1 @krippmarie Träume und Wünsche...leider |LBR| Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser |LBR| Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!",OFFENSE
"@Die_Gruenen @GoeringEckardt Die gesamte deutschfeindliche Asyl-Politik der Altparteien, provoziert einen Bürgerkrieg! Die Grünen werden als erste vernichtet werden!",OFFENSE
@Jala_varietas @Grals_Hueter Die Julia hat ja auch 20 Kalte Lötstellen im Kopf. Bestimmt ein Kind der 68er. Sorry aber die hätte man besser ins Klo gewichst. Da wären die heute noch auf Reißen.,OFFENSE
"Sonderbehandlung, ""Herrenmentalität"", ""Blitzsieg"". Ernsthaft? Welche Begriffe kommen als nächstes bei @SPIEGELONLINE über #Israel?",OTHER
"@Niklas_G_Salm @AfD So derbe mit der Realität konfrontiert zu werden ist schon ein wenig unmenschlich, find ich 😉😇",OTHER
@SPIEGEL_Politik Warum veröffentlicht ihr keine Bilder von linken Anarchisten?Die gibt es zuhauf!Aber ihr seit nur ein Unterstützer dieser Horden!,OFFENSE
#Mobbing an Schulen setzt sich jetzt in der Politik fort |LBR| Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie,OFFENSE
"So, jetzt habt Ihr also protestiert. Und, wie geht es weiter? Klar, das nächste Mal werdet |LBR| Ihr auch wieder protestieren. Bahh ei, dat bockt.",OTHER
"@Lu_Honeychurch @laloeffelstiel Ach so. Inhaltlich ist die Veranstaltung aber durchaus breiter aufgestellt, u.a. spricht eine Vertreterin des Istanbul Pride.",OTHER
@Beutebadener @happyhaidrich3 @LeggaKnoppers @KotzenderStern @destatis @Khajiit7 Was für großmeister wir sind sifftwitter trolle natürlich bin ich rechts aber trotzdem sollte man nicht alles von und 100%ernst nehmen,OTHER
"@HenHoffgaard @mboe0407 Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜",OFFENSE
@sun_meets_rain Euer Shop ist ja auch toll! :-) &lt;3,OTHER
"@ThunderRainman @arian_elquaida ...nicht ""vor der Tür"", sondern im Haus. Es wird HÖCHSTE Zeit, dass es eine Grundreinigung des Hauses gibt 😜",OTHER
@Karl_Lauterbach Da ist endlich jemand der sich mit Kinder und Kinderbildung auskennt...😂,OTHER
König Juan Carlos verlässt rechtzeitig das sinkende Schiff. Er hat's gewusst!,OTHER
"Was d. Wille eines Nationalstaates noch Wert ist,wurde heute in Brüssel demonstriert. Polen gedemütigt😡Ich hoffe d. Preis f.d. EU wird hoch😡",OTHER
"Wie so ein ThinktankARSCH sagte, es ist ein Krieg der Eliten gegen die Völker und die Eliten gewinnen immo!Das muß sich drehen !",OTHER
Ich hoffe mal bis Morgen ist der acc noch nicht gebannt ansonsten wünsch ich euch eine Gute Nacht Kameraden,OTHER
"@Indiesoph @Beatrix_vStorch @le_seb_ Dümmer geht immer,paßt Stalinisten besser ? Geh besser Grammatikfehler jagen, ist ein rein rotgrünes Ding, bevor Argumente am Geist kratzen!",OFFENSE
@Varg_I_Veum @tagesschau Verlogene Doppelmoralistenheuchler |LBR| Der arme Hund |LBR| #Hetze,OFFENSE
"Wenn die Afrikaner merken, dass uneingeladene Gäste konsequent in |LBR| Deutschland nicht aufgenommen werden, hat das doch positive |LBR| Auswirkungen.",OTHER
"Zwischenfazit: Merkel sachlich souverän, Schulz verbissen und unglaubwürdig. #TVDuell",OTHER
"@SaschaUlbrich Tja,ich denke EU wird an Bürgerkriegen zugrunde gehen, ist ja genau das was die Eliten planen und der gierige LINKE Scheiß machts möglich !",OFFENSE
"@Aphrabehne Kein Problem, ich fuhr gestern mit Gartenlatschen in die Stadt. Meine Tochter kaufte mir daraufhin ein Lätzchen ""Wer kleckert muss ins Heim""",OTHER
"Politiker sind Schauspieler, aber äußerst fiese, da sie ihre Rollen nicht nur spielen, sonder sie leben und sich noch selbst hoch bezahlen.",OTHER
"@66Freedom66 teilen, teilen und nochmals teilen!!!",OTHER
"@XYEinzelfall Was wir davon zu halten haben weiß jeder klar denkende Bürger! Die Ö.R. sind nun mal zu allem fähig, außer objektiver Berichte",OTHER
"@ARTEInfo @ProAsyl Wir tragen einen Teil dazu bei - in Frankreich formiert sich gerade ein Gruppe, die @FlchtlngWllkmmn dort umsetzen will",OTHER
@DirkHafermann Sieh an...sich mal jemand erkundigt wie es anderen tatsächlichen Opfer-Hinterbliebenen geht..?,OTHER
"@RegSprecher Eine ""gute Bekanntgabe"" wäre, wenn Merkel endlich zurücktreten würde! Ganz Deutschland würde aufatmen!",OTHER
"@ibikus31 Wo sitzen die Redakteure der ""Welt""?",OTHER
"@RegSprecher So sieht Meinungsfreiheit in Deutschland aus, dank dieser Volksverräterin Merkel!! |LBR| Herzlichen Willkommen in der DDR 2.0! Es wird Zeit😡😡😡",OFFENSE
@Strack_C Es gibt schon reichlich dumme in den eigenen Reihen...diesmal ist es halt ein arbeitsloser Journalist..!,OFFENSE
"Da Satire ja schon längst nicht mehr alles darf, und ich keine Lust habe, wegen jedem frechen Spruch vor Gericht zu landen, erstelle ich gerade wieder ein musikalisches Comedyprogramm voller methaphorischer Anspielungen. Welcher Titel wäre gut?",OTHER
@ludhell123 @Blaue_Rose_ddb Seit Jahren werd n wir von dieser Regierung belogen und jetzt sollen wir glauben das es nur ein Fake ist!! Ich glaube das es echt ist!!,OFFENSE
@robertandreasch @Report_Antisem Vielen Dank für den Hinweis. Uns war die Veranstaltung bislang nicht bekannt. Wir gehen der Sache nach.,OTHER
@GabyUlm fröhlicher gruß aus der hauptstadt liebe gaby 🎈,OTHER
Mit Deutschland geht es mehr und mehr bergab wann begreift ihr das endlich?,OTHER
"Lieber Markus_Soeder, es ist keine Partei rechts der @CSU entstanden. Die #AFD hat nur euren Platz eingenommen, als ihr nach links abgebogen seid.",OTHER
"@L7250402 @RGutmensch Wir haben Ihnen doch eben signalisiert, dass wir das nicht tun. Also bitte kommen Sie doch einfach unserer Aufforderung nach. Wenn Ihre Worte nicht nur hohle Phrasen sind, können Sie ja sicher erläutern, was die Sondierungsergebnisse mit ""unseren Jobs"" zu tun haben. Dann mal los!",OTHER
"@Magoorooma Das ist zum einen falsch, 2016 waren nur rd. 44% d. Asylbewerber*innen Männer ü18, zum anderen hat es gute Gründe, warum oftmals ein (das ""stärkste"") Familienmitglied zuerst flieht. Schämen sollten sich, folgt man ihrer Argumentation, dann eher die, die Familiennachzug ablehnen.",OTHER
@Heimat_Germania Ich bewundere Österreicher...sie wissen was sie wollen und tun es dann auch..!,OTHER
@FranzAndes45 Gibt es in der Genetik nicht das Prinzip der natürlichen Auslese?,OTHER
"Wenn Trump der neue Hitler ist, |LBR| Was ist dann Clinton?? |LBR| Clinton |LBR| Der Antichrist !!!!",OFFENSE
Irgend ein Idiot hat sich über die „Feuerzangenbowle „ aufgeregt weil dieser Film während der Nazizeit gedreht wurde.Was. Ist mit den Bestsellers wie „Emil und die Detektive „ Pünktchen und Anton „oder „das fliegende Klassenzimmer „von Erich Kästner.,OFFENSE
@OwslanderUfo @SM100d Ekelhafte Inszenierung....wir sind hoffnungslos verblödet.,OTHER
"Alle sind permanent beschäftigt sich gegenseitig Verantwortung/Schuld zuzuschustern: ""ist Ländersache""-""nein Bundessache""-""nein kommunal""",OTHER
@SaschaUlbrich @FfFrauki Sou absurd das man es als Fake-News sehen möchte... |LBR| Hier wird Vergewaltigung legalisiert...!,OTHER
Launige Breitseiten vom Kabarettisten Detlev Wischmeyer wie gewöhnlich gestern beim Jahresempfang von Radio Schleswig-Holstein (RSH).,OTHER
"WEG,WEG,WEG mit LINKS !!! Kein Klagerecht für Migranten ! Keine Unterstützung mit SchwesigRaubgeld für Linksautonome ! Prob gelöst!!!",OFFENSE
@KangaRooger @deadhunt16 @mpeteraltona @udukai2002 @PolizeiHamburg Weil diese Antifantenbrut nicht ihre Gesichter zeigt! Solche Linksversifften Menschen gehören nicht auf die Straße sondern .... *zensiert*!,OFFENSE
"@Jellybean4711 Gott hat zuviel Humor, als dass er über die Stöckchen springen würde, die Sie ihm hinhalten.",OTHER
"Warum hat wohl der Terrorfürst Yassir #Arafat das Wort »#Palästinenser« für die #Araber in der #Levante benutzt? Dieses Volk gab es vorher nicht, aber man bediente sich aus dem #Antisemitismus der #Römer, die uns #Juden demütigten &amp; Eretz #Israel in #Palästina« unbenannten.",OFFENSE
@welt Ihr seid doch schon genauso drauf WELT!!!,OTHER
"@JButtermilch @Taykra Was ein Schmonzes! Es scheint, dass du keine Ahnung von der #Kashrut, den jüdischen Speisegesetzen, hast. #Juden nehmen nicht irgendwelche #Tiere &amp; schächten die einfach. Das Tierwohl &amp; die Reinheit stehen auf oberster Stelle. #Shechita, oder das #Schächten, ist eine Wissenschaft",OTHER
"@aranxo @trommler69 @hannes_moser @FrankyFKP @MiriamOzen Beschneidung gehört einfach VERBOTEN, egal ob m/w ! Wenn dann nur aus medizinischen Gründen ! Und überhaupt nur von Ärzten !",OTHER
@NorgePrivacy @Grals_Hueter Macht die SPD das ist sie für immer erledigt.,OTHER
"Die 5 % für die Linken sind weggeworfene Stimmen. Ohne sie wäre |LBR| eine CDU/FDP-Regierung möglich. Weg mit den Linken, sie taugen nichts.",OFFENSE
Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.,OFFENSE
@BlauekeP @anna_IIna Haha...der Schmock @BlauekeP hat sich geschminkt und mich gesperrt... |LBR| Dann habe ich was richtig gemacht...,OTHER
@shlomosapiens @KrahMax Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack |LBR| Und weder bin ich Rassist noch ein Nazi noch xenophob....!,OFFENSE
"Ihr Japaner, nicht protestieren, Raketen, die über Eure Inseln fliegen, |LBR| abschießen. Bin ich verstanden worden? Sofort umsetzen.",OTHER
@ZDFheute Schade das die kotzgrüne Brühe nicht im Erdreich versickert... |LBR| und die ausreisewilligen werden gegen ihren Willen festgehalten...😂😂,OFFENSE
#Politiker holen #Terroristen ins Land und lassen die #Opfer hilflos zurück.,OFFENSE
"@jochen_rohrberg @ARDde Wer so aussieht der träumt davon , die sollte mal sich mal auf ihren Geisteszustand untersuchen lassen!",OFFENSE
@wasistzeitgeist @artepmobil Besser sie machen es sich hier nicht zu gemütlich,OTHER
"Politisch der Ungebildete, Kriegsbilligende und Charakterlose wird im September Merkels Politik wählen &gt; eine Schande für dieses Land. 🤢",OTHER
"@schultchristoph @fdp @DerSPIEGEL Keine andere, aber eine ergänzte: dass nämlich Transfer- und Haftungsunion, Euro-Zonen-Budget usw. weiter ausgeschlossen sind. Das ist realpolitisch bedeutsamer, weil man dafür uns bräuchte. Beim Zurückfahren des ESM bräuchte umgekehrt die FDP eine Mehrheit bei anderen. CL",OTHER
"Hihihi, ich finde, Merkel bastelte sich aus der CDU/CSU eine neue ""Blockflöten-CDU"" der DDR, voller JA-Sager und Klatscher, eben ohne Hirn😜",OFFENSE
"@sonneundmond1 Und genau darum geht es uns nicht, wenn dieser Tage Flaggen mit Davidsternen brennen (nicht nur die israelische Flagge) und Jüdinnen und Juden offen mit dem Tod bedroht. Über diesen Antisemitismus werden wir berichten, egal was Sie von Israel halten. Schönen Tag.",OTHER
@IAMMASCHO Bis auf den Holocaust und den Krieg wahr er eigentlich ein solider Kanzler,OFFENSE
@AsylinNot Trotzdem schaffen sie wahnsinnig großartige Arbeit! Wir sind beeindruckt von den mutigen Frauen!,OTHER
@SvenHeberling Herzlich Willkommen auf Twitter! Und jetzt sorgen wir für Follower! @a_prigge @abendfarben @HamburgRT @Gen_Hamburg @Group_HH,OTHER
@UdyrSux @welt Merkel Vasallen sind bei Twitter unerwünscht!,OFFENSE
"@Frank_Pasemann Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️",OFFENSE
#AfD-Versammlung nach Abgesang der Hymne beendet. #de0701,OTHER
@krippmarie @jouwatch Facebook ist nur für Posten von Urlaubsbilder geeignet...und den Migranten-Dreck will man uns mit aller Gewalt schönreden..zum kotzen..!!,OFFENSE
@AfDBerlin @krippmarie @SawsanChebli @SawsanChebli ..wurdest Du Luder Du nicht mit Rede.-und Schreibverbot belegt ..? |LBR| Berlin Berlin....Migranten überall...im Rathaus und auf Straßen...ne richtige Kanackenstadt geworden..oder heißt es Kanackenstaat..,OFFENSE
"@martinbott75334 @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nein, die Häuser stehen in D in Bischofswerda. Direkt am Markt.",OTHER
@lifetrend @MAXXBIKEde @machtjanix23 @AthinaMala @troll_putin @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @petpanther0 @feldenfrizz @nasanasal @info2099 @_macmike @ellibisathide @MD_Franz Ao - immer noch der.,OTHER
"Wenn ich nachdenke,ist es schon erniedrigend im ""Lobbyisten.Babel"" Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜",OFFENSE
G20 ist geplante Verarschung von #Merkel |LBR| Die Gewaltexzesse sichern ihren nächsten Wahlsieg |LBR| Außer Spesen nix gewesen,OFFENSE
@undayou Wir sind auch innen schön!,OTHER
"@DieRehfeldt Wir haben bei der Wahl zugelegt, über eine halbe Millionen Stimmen mehr..",OTHER
"@AliCologne Nein, Türken sind nicht die neuen Juden #Servicetweet",OTHER
Brettl Spitzen gucken auf BR,OTHER
"@politikkaspar @paradoxxiss Dummheit ist in Deutschland seit Stasi-Merkel, weit verbreitet! Übrigens das war sie bei Adolf ebenso und wir wissen alle wohin das führte!",OFFENSE
@KlausGunk ich drück die daumen klaus 👍,OTHER
@RegSprecher US-Experte sagt Deutschlands Untergang voraus,OTHER
@Tjark_Limmer Roth wird bleiben und Glaser niemals Vizepräsident. 😊,OTHER
"@anhohX Alberto Rivera – Islam, eine Schöpfung der Katholischen Kirche, |LBR| sieh dir das gleichnamige Video bei Youtube an, |LBR| er hat auch ein Buch geschrieben, ehemaliger Jesuitenpater aus dem Vatikan",OTHER
"Schwach ist,wer sich nicht um Land u Volk kümmert,dann übernahmen schon immer andere die Macht,das beweist d. gesamte Menschheitsgeschichte😜",OTHER
@MiriamOzen Wie verkommen müssen erst die sein die dieses Gesicht gewählt haben....,OFFENSE
@LizasWelt @HolgerScherer @wahl_beobachter Wie blöd sind deutsche Politiker eigentlich???,OFFENSE
@Christophgiesa @mollemopp 1. hat in meinem Leben nicht einmal mein Herz rechts geschlagen u 2. d. Antwort lässt auf wenig Bildung schließen,OTHER
@BILD Die meisten Deutschen misstrauen Merkel! |LBR| Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!,OFFENSE
"Moin Piepser, hänge hier immer noch fest! 20cm Schnee bringen d. Kommunalpolitik durcheinander 😡 Was wollen die Affen dem IS entgegen setzen",OFFENSE
Weltweit fliehen Mio Menschen v. Krieg ... gemeinsam stehen wir vor großen Herausforderungen.(Murksel) Eigener Krieg als Herausforderung 😂,OTHER
@vanderbellen @MatthiasCremer Minister Kickl MUSS seines Amtes enthoben werden.,OTHER
@sebwan1 @Grals_Hueter Stasi IM Erika alias Merkel bezahlt das ganze noch. Und Maas der neue Heinrich. H regelt das ganze. Wer jetzt denkt das hatten wir schon ist NAZI.,OFFENSE
"@anna_IIna Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃",OFFENSE
"@awkwardPixels @Wuffelchen @jayxthexhuman Das hängt von den Transpersonen ab. Wenn sie sich eindeutig als Mann bzw. Frau definieren - dann ja. Es gibt aber auch Transpersonen, die nicht in die Kategorien Mann/Frau passen.",OTHER
@Heinrich_Krug Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Blindenhund. |LBR| Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,OFFENSE
"Warum sollte Brüssel nach Spanien schauen, wurde doch in d. 1990ern ALLES unternommen, um den Balkankonflikt erst zu schüren u. dann, KRIEG😜",OTHER
@aotto1968_2 @krippmarie Mir egal....soll sie es mit ins Grab nehmen...,OTHER
"@petpanther0 Jeder kann die von Kalergi in den 1920ern verfassten Pamphlete die die Ideologie der heutigen EU vorweg nahmen recherchieren, es ist eine Zionistische rassistische Ideologie die auf Vermischung der Weisen Europäer abzielt, geführt von einer Art Herrenrasse",OFFENSE
@emrich_5933 @DuHugonotte @CDU Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!,OTHER
"@China_Welt_News Da Deutschland keine NATIONALmannschaft mehr hat, interessiert dies niemanden!",OTHER
@TerpentinSusi Heiko Maas hat das Buch - genau wie seine aktuellen Tweets - nicht einmal selbst verfasst. Der Schriftsteller Michael Ebmeyer stand ihm mit seinem schmalzigen Stil zur Seite.,OFFENSE
@Vancullo Ein Tor das jemals geglaubt hat!,OTHER
@AuswaertigesAmt @RegSprecher Überall werden Millionen unserer Steuergelder veruntreut! Während zig Millionen in Deutschland fehlen um z. B. Armut und marode Infrastruktur zu bekämpfen!,OTHER
Wahl der Rechtskommission - Kandidaten (keine Kandidatinnen ...) stellen sich vor - #aksynode16,OTHER
"@Waldoknalldo @SteveMotley Ja, viele sind seit geraumer Zeit Zwitter out",OTHER
"Hallo Freunde, muss mich doch mal melden, ich hoffe, Ihr seid alle gesund und munter. 5 Wochen in Polen, eine Wohltat für meine Seele.",OTHER
"@IQ_Stimulator Hat sich Fehlerteufel eingeschlichen wenn man zu schnell tippt und anschließend nicht kontrolliert, Soll heißen: ,schonwieder‘",OTHER
.@Karl_Lauterbach will Privatversicherte mit #Einheitsversicherung vor Über-Therapie schützen. Aber Mündige brauchen keinen staatlichen Vormund! #NannyStaat @morgenmagazin,OTHER
Bundeskanzler #Kurz wird sicherlich nicht noch einmal bei Maischberger sitzen. Bei einer Frau ohne Anstand keinerlei Erziehung und Achtung vor Andersdenkende. Eine Heuchelnde Anhängerin der Diktatur das ist Frau Maischberger. |LBR| #maischberger,OFFENSE
@welt SPD hat fertig. Wenn nicht jetzt dann spätestens in 4 Jahren. 5% und selbst das ist noch zuviel,OTHER
"@petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Habe andere Erfahrungen gemacht, in der Schweiz war es kein Problem und hier in Ungarn auch nicht,in NY kannst Du überall Kurse finden.",OTHER
@krippmarie @jouwatch So sind sie halt....unwissend und unbelehrbar....je weniger Ahnung desto lauter ihr Geschrei ..!!,OFFENSE
@karina_vogel_de @krippmarie Besser kann man ein Bild des Grauens nicht malen.... |LBR| Was kommt als nächstes..?,OTHER
Schulz ist als Kanzler undenkbar. Zweimal sitzengeblieben und ohne Schulabschluss. Eine |LBR| Schande für die SPD und ein Armutszeichen. für D.,OFFENSE
SPD ist für DE nicht wählbar dieses üble Pack fordert d Familiennachzug für alle Muslimische Invasoren Forderung von Malu Dreyer Schulz |LBR| AFD,OFFENSE
"@ReissPat @DaFancyTrancy @RobertWillacker @SPIEGELONLINE @marga_owski Du hast das Thema ""überflüssige Angaben in Ausweisdokumenten"" aufgemacht und ich habe dir zugestimmt. Der Personalausweis kommt seit jeher gut ohne Geschlechtsangabe zurecht. Warum sollte das der Reisepass nicht auch?",OTHER
Außerdem Jahresempfang bei Radio Schleswig-Holstein (RSH).,OTHER
@BergholzMonika Wohl wahr ! Die nächsten Jahre werden ein böses Trauerspiel für Deutschland !,OTHER
"Man wird das Gefühl nicht los, dass CDU CSU u SPD über d Abschaffung unseres Landes verhandeln und dieses Gefühl verfestigt sich |LBR| AFD wählen",OTHER
"Happy Pride Week! Wenn ihr diese Woche twittert, benutzt doch bitte den Hashtag #HamburgPride, damit wir keine eurer Tweets verpassen.",OTHER
"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline  in den Ar*** der Kanzlerette 😜",OFFENSE
"@fr @HeikoMaas Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!",OFFENSE
"Sanktionen gegen Russland sind Eigentore und schaden den |LBR| Europäern. Jagt sie davon, diese ""Verhänger"". Wir brauchen sie nicht.",OTHER
@MiriamOzen So schaun Sieger aus lalalalla so schaun Sieger aus lalalallaalla..... |LBR| Mein Traum geht in Erfüllung...kotzgrüne Brühe versickert endlich im Erdreich...😂😂😂😂,OFFENSE
"@weissrot sie verstehen das mit der gegenposition nicht. ein bsp: |LBR| käme jemand von der grünen, würde ich fragen: „wie ohne obergrenze?“ |LBR| käme jemand von der csu: „wozu ne obergrenze? siehe aktuelle zahlen.“ |LBR| jetzt besser?",OTHER
"@Martin_Sellner Die Linke Arroganz wird schon noch ihre Ohrfeigen bekommen wenn so ""TAPFERE Blödies"" wie M.Albrecht länger am Watschenbaum rütteln !",OFFENSE
"@shengfui ... und vor allem örtlich zuständiger MdB. Und ja: Machen Sie mal Urlaub im #Saarland. Entspannt total. Achtung, Werbung: Saar-Hunsrück-Steig, Baumwipfelpfad, Vauban-Stadt, Saar-Polygon,.... Schönen Sonntag!",OTHER
@zeitonline Eines ist Fakt...wer vor Assad flieht der führt nichts gutes im Schilde. |LBR| Alle wissen das doch niemanden interessiert es..!,OTHER
"@hdBerretz Gut, dann wissen sie von was ich rede, ich bin kein Freund von Prophetien, aber vieles deutet auf eine Art Selbsterfüllung hin, trotzdem, alles hängt von den Menschen selbst ab und wie weit sie in ihrer geistigen Entwicklung sind.",OTHER
@RT_Deutsch Jedem das seine...aber welch ein Aufwand für „Minderheiten“ betrieben wird ist enorm. |LBR| Diesen Einsatz wünschte ich in anderen Belangen ...und wir haben in der Tat Bedarf.,OTHER
@Grals_Hueter @sebwan1 Selbst das sollte uns zu Denken geben.,OTHER
"@focusonline Falls es euch interessiert, fragt mal einen BW Söldner was er unterschreiben muss bevor er auf Auslandseinsatz darf, die Genfer Konvention gilt nur für Staatsarmeen nicht für private Söldner, und für die BW gilt sie nicht.",OTHER
"Der Ausnahmezustand ist zum 6x verlängert worden. |LBR| Die Regierung in der Türkei regiert nicht demokratisch, sondern nur durch Notstandsgesetze.",OTHER
@Macbeth0815 @Grals_Hueter @DasNoch @wiederDaIchBin @Nightmanager6 @dtpmaker @MiriamOzen @VonSchwer @MatthiasFux @bazonline Strafantrag stellen. Wir wollen das. Suchen aber noch Anwälte und Menschen die diese Klage unterstützen.,OTHER
"Sag, was du denkst. |LBR| Wertschätze, was dir kostbar ist. |LBR| Verteidige, was du liebst. |LBR| Wünsche Euch einen Sonntag!",OTHER
@weissrot auf die verteilung haben sich die eu-innenminister verständigt. ob ich das sinnvoll finde oder nicht spielt überhaupt keine rolle.,OTHER
@anna_IIna Jeder könnte mit @katjakipping Streit kriegen...😃,OTHER
@ultrabreit @KontaktVito @echter_Stock Hatte schon Angst das ich ab jetzt nur noch an den Baum oder in die Hecke pissen darf.,OFFENSE
Kameraden niemals knien und demut zeigen 💪,OTHER
1683 haben wir die türken vor wien davongejagt. heute sind die europäer |LBR| stärker.,OTHER
@ostfale @tagesschau Vasallen Merkels melden sich zu Wort!!!,OFFENSE
"Das sind im Dez. lt. #Politbarometer die wichtigsten Themen der Deutschen: Flüchtlinge 44%, Regierungsbildung 33%, Rente 13%, Soziale Gerechtigkeit 12%. Scheint bei der @spdde aber niemanden zu interessieren. #spdbpt17",OTHER
Ich wundere mich immer wieder wieviele dumme Menschen es in Deutschland gibt. 70 Jahre Gehirnwäsche hat ihre Spuren hinterlassen.,OFFENSE
Kann mir Rainer seine streams nicht geben und wie ist es bei euch?,OTHER
